TRANSACTION_DATE,STOCK,TYPE,total_volume,total_value,avg_price,transactions
1965-12-30,ibm,sell,4483,30946.870685947404,6.9031609828122695,1
1966-01-11,ibm,sell,5416,37373.396986008025,6.9005533578301375,1
1966-02-01,ibm,buy,1272,8717.37218042512,6.853280016057485,1
1966-02-17,ibm,buy,8821,62858.908430050215,7.126052423767171,1
1966-03-16,ibm,sell,691,4818.730032054565,6.973560104275781,1
1966-03-29,ibm,buy,6079,43984.77171080396,7.23552750630103,1
1966-04-05,ibm,buy,2476,18034.924032327417,7.2838950049787625,1
1966-04-19,ibm,sell,4747,36037.73790695711,7.591686940585024,1
1966-04-27,ibm,sell,9015,69071.25836905511,7.661814572274555,1
1966-05-03,ibm,sell,2771,21432.016032728177,7.734397702175452,1
1966-05-18,ibm,sell,3765,27512.7086981028,7.307492350093705,1
1966-05-23,ibm,buy,3199,24634.76763545412,7.7007713771347674,1
1966-05-31,ibm,sell,2214,16788.869416000358,7.583048516711996,1
1966-06-29,ibm,buy,4853,35162.14304069594,7.245444681783627,1
1966-07-18,ibm,buy,9843,73389.63228068918,7.456022785806074,1
1966-08-01,ibm,buy,5739,40479.72694455009,7.053446061082086,1
1966-08-24,ibm,sell,7952,54419.35674314152,6.843480475747173,1
1966-09-15,ibm,buy,4167,29019.10790074706,6.964028773877384,1
1966-09-23,ibm,buy,2721,17968.049320740967,6.603472738236299,1
1966-09-27,ibm,buy,8300,56245.71632783117,6.776592328654358,1
1966-10-14,ibm,buy,4933,32439.80563807185,6.576080607758332,1
1966-11-04,ibm,sell,5679,40573.58315354653,7.144494304199073,1
1966-11-28,ibm,buy,4732,36308.97521043876,7.673071684369983,1
1966-12-05,ibm,sell,5715,43839.34070544119,7.670925757732491,1
1966-12-09,ibm,buy,2697,21325.24185763682,7.907023306502344,1
1966-12-20,ibm,sell,6190,47340.45812259824,7.647893073117648,1
1966-12-28,ibm,buy,18728,143446.42115058366,7.65856677662456,2
1966-12-30,ibm,buy,1468,11340.68343499789,7.72526119550265,1
1967-01-09,ibm,buy,7781,62211.69040114012,7.995333556244714,1
1967-01-24,ibm,sell,2632,21723.306900107367,8.253536056271797,1
1967-01-27,ibm,buy,1575,12945.02597541666,8.219064111375657,1
1967-02-07,ibm,sell,2300,19124.39895697955,8.314956068251977,1
1967-02-16,ibm,buy,4406,39277.06388992886,8.914449362217173,1
1967-02-21,ibm,sell,572,5034.334635022876,8.801284326963069,1
1967-03-06,ibm,buy,948,8765.471038505511,9.246277466777965,1
1967-03-13,ibm,buy,6307,57649.6535800742,9.140582460769652,1
1967-03-15,ibm,buy,9804,88938.07066223658,9.071610634663054,1
1967-03-22,ibm,buy,6850,63163.04175476689,9.220882007995167,1
1967-03-27,ibm,buy,8657,82789.79914974063,9.563335930430938,1
1967-04-05,ibm,buy,5150,47740.098717481116,9.269922081064294,1
1967-04-05,ibm,sell,1269,11731.945359847196,9.245031804450115,1
1967-04-13,ibm,sell,8409,79739.28176055696,9.482611697057552,1
1967-04-21,ibm,sell,8619,84204.27479680523,9.769610720130553,1
1967-05-16,ibm,sell,5078,49003.5180861398,9.650161104005473,1
1967-05-19,ibm,sell,1993,19481.220163116926,9.77482195841291,1
1967-05-22,ibm,buy,1884,18440.445086559095,9.787922020466612,1
1967-06-14,ibm,sell,6023,62718.73518296293,10.413205243726205,1
1967-06-20,ibm,sell,6772,70354.33296690804,10.389003686785003,1
1967-07-05,ibm,buy,8020,83611.78007484347,10.425408986888213,1
1967-07-11,ibm,buy,5075,53300.05703882055,10.502474293363656,1
1967-08-02,ibm,sell,5081,53933.590910303814,10.614759084885616,1
1967-08-22,ibm,buy,10924,112169.10723582283,10.264195309108402,2
1967-08-24,ibm,sell,222,2274.5699546240094,10.245810606414457,1
1967-09-25,ibm,sell,3211,37097.95136670503,11.553395006759585,1
1967-11-08,ibm,sell,4205,51215.75596430232,12.179727934435748,1
1967-11-14,ibm,buy,8305,101693.04669627597,12.24479791646911,1
1967-11-24,ibm,sell,6892,88054.3073105045,12.776306922592063,1
1967-11-27,ibm,sell,2751,35216.364498485316,12.80129571010008,1
1967-12-20,ibm,sell,5298,68804.77940066066,12.986934579211148,1
1967-12-27,ibm,buy,7443,95796.69768298448,12.870710423617423,1
1968-01-18,ibm,buy,695,8978.419270528473,12.918588878458236,1
1968-01-19,ibm,buy,6440,83452.68756371093,12.958491857719089,1
1968-02-14,ibm,buy,5792,70511.2437293509,12.173902577581302,1
1968-03-08,ibm,buy,3084,37051.50371406307,12.014106262666363,1
1968-05-07,ibm,buy,9794,140174.51941946088,14.312285013218387,1
1968-05-10,ibm,sell,7,98.91738526795193,14.131055038278847,1
1968-05-13,ibm,buy,7026,98129.47643181072,13.966620613693527,1
1968-05-22,ibm,buy,1636,22541.71552678932,13.778554722976358,1
1968-05-28,ibm,sell,6477,90125.06921576244,13.91463165288906,1
1968-05-31,ibm,sell,4328,63258.597564925716,14.616126978956958,1
1968-06-03,ibm,sell,3234,49655.84264439579,15.354311269139082,1
1968-06-10,ibm,buy,6591,100963.02558601048,15.318316732819069,1
1968-07-18,ibm,sell,7262,108043.02267729877,14.877860462310489,1
1968-07-23,ibm,buy,6449,91144.14484661359,14.13306634309406,1
1968-07-25,ibm,sell,9314,130381.59140823603,13.998453017847973,1
1968-08-08,ibm,sell,8110,114332.12441878793,14.097672554721077,1
1968-09-03,ibm,sell,3173,43990.48728300117,13.864004816577742,1
1968-09-05,ibm,buy,7399,104277.49664178834,14.093458121609453,1
1968-09-19,ibm,sell,6703,93614.32341936073,13.966033629622666,1
1968-10-07,ibm,sell,4546,62504.7609788387,13.749397487645997,1
1968-10-24,ibm,buy,4771,63828.6900197602,13.378472022586502,1
1968-11-14,ibm,buy,6333,85482.06823677097,13.528702422682162,2
1968-11-15,ibm,sell,5199,70412.00706197624,13.543375084050057,1
1968-12-05,ibm,buy,8395,114438.28302739884,13.631719240905163,1
1968-12-13,ibm,buy,6146,81333.86157116717,13.233625377671197,1
1968-12-20,ibm,buy,7817,105613.49662653236,13.51074537885792,1
1968-12-26,ibm,buy,3997,53768.36215207698,13.452179672773825,1
1968-12-26,ibm,sell,103,1383.6981667488214,13.433962783969141,1
1968-12-27,ibm,sell,5233,69389.3889635511,13.259963493894727,1
1969-01-02,ibm,buy,2809,36753.11419036341,13.084056315544114,1
1969-01-07,ibm,buy,1192,15014.368725104414,12.595946917033904,1
1969-01-10,ibm,buy,1742,22172.67481124102,12.728286343995993,1
1969-01-23,ibm,sell,9242,115331.70201370481,12.479084831606233,1
1969-01-28,ibm,buy,9607,119682.6014481397,12.457853799119361,1
1969-02-03,ibm,buy,9289,114632.89609302314,12.340714403382833,1
1969-02-24,ibm,buy,9474,116913.06546016477,12.340412229276417,1
1969-02-28,ibm,buy,3361,41233.85620018236,12.268329723350895,1
1969-03-11,ibm,sell,9544,121916.19580592062,12.774119426437618,1
1969-04-11,ibm,sell,3650,47612.141188984606,13.044422243557426,1
1969-04-18,ibm,buy,1912,24487.567316988177,12.807305082106787,1
1969-04-18,ibm,sell,1289,16508.764550023476,12.807420131903394,1
1969-04-30,ibm,buy,3783,51731.31235741983,13.674679449489778,1
1969-05-12,ibm,buy,1390,18791.325626978563,13.518939299984577,1
1969-05-15,ibm,buy,8057,110330.96484621866,13.69380226464176,1
1969-05-19,ibm,sell,239,3224.890562897922,13.493265953547791,1
1969-05-26,ibm,sell,6364,86486.09808208485,13.589895990271032,1
1969-05-29,ibm,buy,8121,107828.58208039783,13.277746839108216,1
1969-06-09,ibm,buy,2184,28517.31960246321,13.057380770358613,1
1969-06-12,ibm,sell,4647,59501.178312562326,12.8042131079325,1
1969-06-16,ibm,sell,807,10497.79055819669,13.008414570256122,1
1969-06-26,ibm,sell,5332,71648.21158236159,13.43739902144816,1
1969-07-15,ibm,sell,1781,23835.349069680386,13.38312693412711,1
1969-07-16,ibm,buy,7461,101014.73452574897,13.539034248190452,1
1969-07-17,ibm,sell,8079,110739.27855012329,13.707052673613477,1
1969-08-04,ibm,sell,6455,88507.8176110927,13.711513185297088,1
1969-08-15,ibm,sell,9513,134100.58984399203,14.0965615309568,1
1969-08-29,ibm,buy,2838,40942.75140805436,14.426621355903581,1
1969-09-11,ibm,sell,3711,53196.60989621402,14.334845027274055,1
1969-09-12,ibm,buy,5984,85630.63355494723,14.309932078032624,1
1969-10-14,ibm,buy,6454,93903.98936175705,14.549734949141161,1
1969-10-15,ibm,buy,777,11447.067934130697,14.73239116361737,1
1969-10-16,ibm,buy,6212,91416.55694215762,14.716123139432971,1
1969-10-17,ibm,sell,4747,69291.13173117064,14.596825728074707,1
1969-10-21,ibm,sell,1976,29376.42043871687,14.866609533763597,1
1969-11-05,ibm,sell,4507,67307.83623446217,14.934066171391652,1
1969-11-12,ibm,buy,2862,43742.00056074252,15.283717875870902,1
1969-12-03,ibm,buy,7825,116578.08464430408,14.898157782019691,1
1969-12-29,ibm,sell,8784,131032.40444011582,14.917168082891145,1
1970-01-05,ibm,buy,5378,82010.85916127583,15.249323012509452,1
1970-01-08,ibm,sell,6473,99011.80973190464,15.296123857856424,1
1970-02-04,ibm,sell,4037,57455.52545032135,14.23223320543011,1
1970-02-19,ibm,sell,631,9263.037489496468,14.679932629946858,1
1970-03-12,ibm,buy,2818,38091.027652176206,13.517043169686376,1
1970-04-24,ibm,sell,8550,110153.19604548816,12.883414742162358,1
1970-05-04,ibm,buy,3398,40376.7984204186,11.882518664043143,1
1970-05-05,ibm,sell,7735,89742.94585117404,11.602190801703172,1
1970-05-06,ibm,buy,5836,70107.44758517657,12.012927961819152,1
1970-05-07,ibm,buy,6471,77562.60965189598,11.986186007092563,1
1970-05-12,ibm,buy,1819,21266.3605996765,11.691237273049202,1
1970-05-13,ibm,buy,1981,22674.4467346169,11.445959987186724,1
1970-05-29,ibm,sell,2694,29984.92597993653,11.130262056398118,1
1970-06-03,ibm,buy,8975,104812.58144573709,11.67828205523533,1
1970-06-15,ibm,buy,1469,15746.391637012557,10.719122965971788,1
1970-06-16,ibm,sell,7979,86443.2290158483,10.833842463447587,1
1970-06-17,ibm,buy,960,10626.357096664255,11.069121975691932,1
1970-06-23,ibm,sell,7109,76026.9859095652,10.694469814258715,1
1970-06-29,ibm,sell,1941,20795.8734186498,10.713999700489335,1
1970-07-09,ibm,buy,7242,76759.02304029926,10.599147064388188,1
1970-07-23,ibm,sell,679,7198.146811886155,10.601099870229978,1
1970-07-24,ibm,sell,4273,45356.5268808834,10.614679822345753,1
1970-07-29,ibm,sell,6849,72107.37476461465,10.528161011040247,1
1970-07-30,ibm,buy,1753,18414.86345987209,10.504770941170616,1
1970-08-10,ibm,buy,5226,53322.30713233449,10.203273465812188,1
1970-08-11,ibm,buy,1391,13665.892408074245,9.8245092797083,1
1970-08-11,ibm,sell,7381,72919.58811891283,9.879364329889286,1
1970-08-20,ibm,sell,7865,79649.820701844,10.127122784722696,1
1970-08-25,ibm,sell,5197,57160.1805949831,10.99868781893075,1
1970-09-02,ibm,buy,8661,93482.52140843793,10.793502067710186,1
1970-09-14,ibm,buy,1574,17675.717888110645,11.2298080610614,1
1970-10-09,ibm,buy,9982,122935.7136333084,12.315739694781447,1
1970-10-14,ibm,buy,2826,34117.4264822836,12.072691607319037,1
1970-10-19,ibm,sell,236,2783.781443029477,11.795684080633377,1
1970-10-29,ibm,sell,727,9031.58768868567,12.423091731342048,1
1970-11-02,ibm,buy,8118,100875.77883731732,12.426186109548821,1
1970-11-05,ibm,buy,7936,96950.35013096515,12.216525974163956,1
1970-12-07,ibm,sell,958,12411.42852590845,12.95556213560381,1
1971-01-04,ibm,sell,8135,105970.2323390063,13.0264575708674,1
1971-01-08,ibm,sell,3257,42535.22667476159,13.059633612146634,1
1971-01-13,ibm,buy,1587,20838.77040367066,13.130920229156056,1
1971-01-19,ibm,sell,671,8753.595820158334,13.045597347478889,1
1971-01-21,ibm,sell,8894,116121.97204831602,13.056214532079606,1
1971-02-03,ibm,sell,263,3577.416799494051,13.602345245224528,1
1971-02-10,ibm,buy,3310,46235.483277310355,13.96842395084905,1
1971-02-19,ibm,buy,7799,106080.59140765932,13.601819644526135,1
1971-02-24,ibm,sell,6146,86522.89607116742,14.077919959513084,1
1971-02-25,ibm,buy,123,1709.968366721451,13.902181843263829,1
1971-03-04,ibm,sell,8520,120558.80546728728,14.150094538414,1
1971-03-19,ibm,buy,14948,223833.84837540096,14.966568176854647,2
1971-03-25,ibm,sell,6831,100966.35504297647,14.780611190598226,1
1971-04-06,ibm,buy,8873,133543.54271085313,15.05055141562641,1
1971-04-14,ibm,sell,8636,128161.68197451578,14.840350598119572,2
1971-04-23,ibm,buy,6487,96055.0826701796,14.807319665512502,1
1971-04-26,ibm,buy,8436,124382.57552555132,14.744259782545202,1
1971-05-04,ibm,sell,13867,203909.81108793436,14.71977344784628,2
1971-05-19,ibm,sell,5381,76372.5905134364,14.19301068824315,1
1971-05-21,ibm,buy,9738,140002.64342699794,14.376940175292455,1
1971-06-01,ibm,buy,7575,104047.58953289445,13.735655383880456,1
1971-06-03,ibm,sell,8048,109321.09399350516,13.583634939550839,1
1971-06-04,ibm,buy,164,2199.064591686424,13.408930437112343,1
1971-06-22,ibm,sell,3014,39325.942323795,13.047757904377903,1
1971-06-30,ibm,buy,5212,68573.63377619555,13.156875244857167,1
1971-07-02,ibm,buy,2191,28987.22530892152,13.230134782711785,1
1971-07-07,ibm,sell,8008,104552.78036630955,13.05604150428441,1
1971-07-16,ibm,sell,9165,114179.04135291858,12.458160540416648,1
1971-07-26,ibm,buy,4304,53224.42147125894,12.36626892919585,1
1971-07-28,ibm,sell,2426,30239.347820842257,12.464694072894583,1
1971-08-23,ibm,buy,7506,97815.73627022527,13.03167283109849,1
1971-09-29,ibm,sell,7826,98558.25375906764,12.59369457693172,1
1971-10-01,ibm,sell,4912,62253.71697010759,12.673802314761318,1
1971-10-18,ibm,buy,5094,64880.23834894336,12.736599597358335,1
1971-10-19,ibm,buy,5695,72658.42448769341,12.758283492132293,1
1971-10-28,ibm,sell,3118,38514.3258824479,12.352253329842174,1
1971-11-01,ibm,sell,5229,63918.92219288837,12.223928512696189,1
1971-11-04,ibm,buy,3417,43431.28462303994,12.710355464746835,1
1971-11-17,ibm,sell,7408,92057.12173298413,12.426717296569132,1
1971-11-30,ibm,buy,1502,19031.5927651949,12.670834064710318,1
1971-12-13,ibm,buy,3996,53989.00096674391,13.510761002688666,1
1971-12-28,ibm,sell,3197,44076.259783498834,13.786756266343083,1
1972-01-17,ibm,sell,5680,82370.78156613652,14.501898163052203,1
1972-01-19,ibm,buy,5391,79121.64389864648,14.676617306371078,1
1972-01-26,ibm,buy,12683,193928.92641455683,15.29617247128694,2
1972-01-31,ibm,sell,2345,35879.98358347837,15.300632658199733,1
1972-02-11,ibm,sell,5135,79178.97533219782,15.419469392833072,1
1972-02-15,ibm,sell,3541,54449.06625946078,15.376748449438232,1
1972-02-18,ibm,buy,7934,120949.61368509289,15.244468576391844,1
1972-02-23,ibm,buy,48,739.1289420240877,15.398519625501827,1
1972-02-24,ibm,buy,5813,88658.54716114482,15.251771402226874,1
1972-03-07,intc,sell,4049,64.4600806105882,0.01592000015079975,1
1972-03-14,ibm,buy,7503,116024.37501606118,15.462034824576536,2
1972-03-17,ibm,sell,6427,99829.02073619317,15.532755677017764,1
1972-03-22,ibm,sell,2063,32572.403578907335,15.788852922398126,1
1972-03-23,intc,buy,3226,51.35792048648,0.01592000015079975,1
1972-04-17,ibm,buy,2378,38954.96009372028,16.381396170614078,1
1972-04-17,ibm,sell,4218,68902.58734706484,16.335369214572033,1
1972-04-20,ibm,buy,7085,114898.12902066167,16.217096544906376,1
1972-05-11,ibm,buy,1750,28081.325774892895,16.04647187136737,1
1972-05-15,ibm,sell,1349,21567.253566863896,15.98758603918747,1
1972-05-17,ibm,sell,7664,122254.36572356684,15.951770057876676,1
1972-05-18,ibm,buy,4119,67402.53951602444,16.363811487260122,1
1972-05-23,ibm,sell,9041,149930.67051384255,16.5834167142841,1
1972-06-02,ibm,buy,2268,37495.13187693238,16.532245095649195,1
1972-06-23,ibm,sell,3875,63867.82005303951,16.482018078203744,1
1972-06-28,ibm,buy,1833,29845.99841116307,16.2825959689924,1
1972-07-19,ibm,buy,1082,17708.348472569487,16.366310972799894,1
1972-07-27,ibm,buy,7936,130779.18489420472,16.479231967515716,1
1972-08-02,ibm,sell,9432,160906.89087700698,17.059678846162743,1
1972-08-08,ibm,sell,790,13646.374953868039,17.273892346668404,1
1972-08-15,ibm,sell,9831,171912.63117510706,17.486789866250337,1
1972-08-16,ibm,sell,9561,166433.62334049665,17.407553952567373,1
1972-08-25,ibm,sell,4410,74727.57235549609,16.94502774501045,1
1972-08-28,intc,buy,9082,292.0771110355854,0.03215999901294708,1
1972-08-30,ibm,buy,5346,90822.96576345958,16.98895730704444,1
1972-09-05,ibm,sell,9139,153811.5857636688,16.830242451435474,1
1972-09-11,ibm,buy,1776,29063.239230866628,16.364436503866344,1
1972-09-15,ibm,buy,8897,147658.14449449276,16.5963970433284,1
1972-09-21,ibm,buy,7912,131424.7598239002,16.610813931231068,1
1972-09-28,ibm,sell,1613,26977.47620590844,16.725031745758486,1
1972-10-03,ibm,buy,9073,152932.6236967158,16.855794521846775,1
1972-10-11,ibm,sell,7285,118509.69610623954,16.267631586306045,1
1972-10-26,ibm,buy,8795,139860.69723805835,15.902296445487021,1
1972-10-26,ibm,sell,1828,28941.438699425893,15.83229688152401,1
1972-10-30,ibm,buy,1722,27061.878551939037,15.715376627142298,1
1972-11-13,ibm,sell,2174,33917.72333221944,15.601528671674073,1
1972-11-14,ibm,buy,6160,97472.0349595639,15.823382298630502,1
1972-11-17,ibm,buy,1603,25535.719259257916,15.92995586978036,1
1972-11-29,ibm,buy,2745,43784.283566551145,15.950558676339215,1
1972-11-29,ibm,sell,9167,145626.96293620087,15.886000102127289,1
1972-12-14,intc,buy,3014,96.9302370250225,0.03215999901294708,1
1972-12-15,ibm,sell,329,5463.605997108981,16.60670515838596,1
1972-12-19,intc,buy,1291,41.51855872571468,0.03215999901294708,1
1973-01-02,ibm,sell,5863,99711.1259629068,17.006843930224594,1
1973-01-03,ibm,sell,8428,144537.2677964061,17.149652087850747,1
1973-01-10,intc,buy,1608,51.71327841281891,0.03215999901294708,1
1973-01-12,intc,buy,3587,115.35791645944118,0.03215999901294708,1
1973-01-16,ibm,buy,9872,173746.86539757976,17.599966105913673,1
1973-01-17,ibm,sell,9124,159891.93862550246,17.524324706872257,1
1973-01-17,intc,sell,9851,316.8081502765417,0.03215999901294708,1
1973-02-02,ibm,sell,3121,55716.733024324814,17.852205390684016,1
1973-02-06,ibm,sell,7127,127973.90341639706,17.956209262859137,1
1973-02-16,ibm,buy,7091,130186.13493895916,18.359347756164034,1
1973-02-21,ibm,sell,3004,55265.712496101354,18.39737433292322,1
1973-02-23,ibm,sell,8039,147259.86528887835,18.318182023744043,1
1973-03-19,ibm,buy,8834,161067.3434636588,18.232662832653247,1
1973-03-22,ibm,sell,5698,101353.08180339764,17.78748364397993,1
1973-03-26,ibm,sell,709,12706.455730249789,17.915148465899676,2
1973-03-26,intc,sell,7019,225.73103307187557,0.03215999901294708,1
1973-03-28,intc,sell,3970,127.67519608139992,0.03215999901294708,1
1973-04-09,ibm,buy,5772,102484.9389970927,17.755533436779746,1
1973-04-11,intc,buy,456,14.66495954990387,0.03215999901294708,1
1973-04-13,ibm,buy,5575,99328.67886888309,17.81680338455302,1
1973-04-17,ibm,sell,8687,153213.57862372976,17.637110466643232,1
1973-05-02,ibm,buy,4920,85416.63872636297,17.361105432187596,1
1973-05-02,ibm,sell,1510,25967.52793139959,17.19703836516529,1
1973-05-31,intc,sell,5346,171.9273547232151,0.03215999901294708,1
1973-06-06,ibm,buy,3648,60267.12782620863,16.520594250605434,1
1973-06-07,ibm,sell,8769,150385.67124768047,17.149694520205323,1
1973-06-08,ibm,buy,5917,98819.75376099568,16.700989312319702,1
1973-06-11,ibm,sell,4874,82400.58640433803,16.906152319314327,1
1973-06-12,ibm,sell,1186,20144.54933519833,16.985286117367902,1
1973-06-14,intc,buy,8924,286.99583119153976,0.03215999901294708,1
1973-06-22,ibm,sell,4097,67215.22232223667,16.405961025686278,1
1973-06-25,intc,sell,9071,291.723351046443,0.03215999901294708,1
1973-06-27,ibm,buy,7639,123792.23748492061,16.20529355739241,1
1973-07-10,ibm,sell,1488,23931.16414821213,16.08277160498127,1
1973-07-12,ibm,buy,2775,45244.75627106178,16.304416674256498,1
1973-07-23,ibm,buy,1793,29189.084681834815,16.279467195669167,1
1973-07-30,ibm,buy,6366,105587.29557808227,16.586128743022662,1
1973-08-06,intc,sell,7130,400.34950386732817,0.05615000054240227,1
1973-08-08,ibm,buy,5125,81384.16940067448,15.879837931838923,1
1973-08-10,ibm,buy,5565,87846.3908313411,15.785514974185281,1
1973-08-13,ibm,sell,7189,112762.06776458137,15.685362048209955,1
1973-08-22,ibm,buy,706,10922.280003270693,15.470651562706363,1
1973-08-28,ibm,sell,8775,139705.20435375132,15.92082100897451,1
1973-09-04,ibm,sell,9426,146659.51402309258,15.559040316474917,1
1973-09-05,ibm,buy,8697,134602.6031522699,15.476900442942382,1
1973-09-13,ibm,buy,3669,55792.8527712915,15.20655567492273,1
1973-09-18,ibm,sell,2535,33583.79249317558,13.248044376006144,1
1973-09-24,intc,sell,2648,191.05319851636887,0.07214999943971634,1
1973-09-25,ibm,sell,3935,52519.20372318643,13.346684554812308,1
1973-09-27,ibm,sell,15,203.78060401425455,13.585373600950303,1
1973-09-28,ibm,buy,9322,125918.20592982805,13.507638482066945,1
1973-09-28,intc,buy,9240,725.2877685129486,0.0784943472416611,1
1973-10-02,ibm,buy,9505,125893.75644171741,13.245003307913457,1
1973-10-10,ibm,sell,3096,44182.14082203335,14.270717319778212,1
1973-10-15,ibm,sell,8873,128892.35500317933,14.526355798848115,1
1973-10-22,ibm,sell,5754,85828.17584881977,14.916262747448691,1
1973-11-05,ibm,sell,2775,39964.036800414025,14.4014547028519,1
1973-11-09,ibm,buy,5424,78799.7355756512,14.527974848018289,1
1973-11-13,ibm,sell,2939,44086.72866414793,15.000588181064284,1
1973-11-19,ibm,sell,4051,59163.326768271145,14.60462275198004,1
1973-11-26,ibm,sell,4093,57217.12526489821,13.979263441216274,1
1973-11-27,ibm,buy,2713,37256.178051047296,13.732465186526833,1
1973-12-04,ibm,buy,7918,106436.3111566651,13.442322702281524,1
1973-12-04,intc,sell,4552,291.60113167762756,0.06406000256538391,1
1973-12-05,ibm,sell,6298,83082.92817080439,13.191954298317622,1
1973-12-06,ibm,sell,5810,77125.27764484237,13.274574465549462,1
1973-12-10,ibm,buy,9607,132645.81544439838,13.807204688705983,1
1973-12-18,ibm,buy,9,115.43676110849289,12.826306789832543,1
1973-12-18,ibm,sell,7249,90296.10418270403,12.456353177362951,1
1973-12-19,intc,buy,9337,673.6645447686315,0.07214999943971634,1
1973-12-21,intc,buy,8322,600.4322953373194,0.07214999943971634,1
1974-01-02,ibm,buy,6324,80626.6281893991,12.7493086953509,1
1974-01-03,ibm,buy,1122,14309.544095020681,12.75360436276353,1
1974-01-04,intc,sell,1861,149.0288847386837,0.08008000254631042,1
1974-01-15,ibm,buy,1561,19258.691089926062,12.337406207511892,1
1974-01-18,ibm,sell,9796,126597.53388643231,12.923390555985332,1
1974-01-22,ibm,buy,4439,57231.42773483254,12.892864999962276,1
1974-02-01,ibm,buy,9944,125347.32530187967,12.605322335265454,1
1974-02-01,intc,buy,4332,381.4326016008854,0.0880500003695488,1
1974-02-08,ibm,sell,403,4931.534550192515,12.23705843720227,1
1974-03-08,intc,sell,6409,668.6509909033775,0.10433000326156616,1
1974-03-12,ibm,buy,9078,116819.99969064826,12.868473197912344,1
1974-03-26,ibm,buy,6155,79740.07629440182,12.955333272851636,1
1974-04-01,ibm,sell,7605,91477.68738595083,12.028624245358426,1
