ACCOUNT_ID,CREDIT_LIMIT,NUM_TRANSACTIONS,TOTAL_VOLUME,TOTAL_VALUE,AVG_PRICE
977982,10000,10,44553,2088604.9428605828,57.00756982678172
977982,10000,10,44553,2088604.9428605828,57.00756982678172
977982,10000,10,44553,2088604.9428605828,57.00756982678172
977982,10000,10,44553,2088604.9428605828,57.00756982678172
616040,10000,98,500665,29545115.88336465,59.71079580292328
775273,10000,31,154442,7283117.618261416,44.24118325175037
775273,10000,31,154442,7283117.618261416,44.24118325175037
775273,10000,31,154442,7283117.618261416,44.24118325175037
212024,10000,32,150404,4078126.1585008386,28.59732610429496
212024,10000,32,150404,4078126.1585008386,28.59732610429496
212024,10000,32,150404,4078126.1585008386,28.59732610429496
433811,10000,75,403664,38688630.5666223,85.67863245065038
433811,10000,75,403664,38688630.5666223,85.67863245065038
433811,10000,75,403664,38688630.5666223,85.67863245065038
433811,10000,75,403664,38688630.5666223,85.67863245065038
353465,10000,74,375091,18909915.33502402,49.40726374531812
353465,10000,74,375091,18909915.33502402,49.40726374531812
464470,10000,13,59300,5407207.741834851,83.96546237693359
464470,10000,13,59300,5407207.741834851,83.96546237693359
324287,10000,21,108744,1976156.9463173714,17.641605978796427
324287,10000,21,108744,1976156.9463173714,17.641605978796427
324287,10000,21,108744,1976156.9463173714,17.641605978796427
324287,10000,21,108744,1976156.9463173714,17.641605978796427
403363,10000,11,50254,271966.3200461583,8.024999042531842
403363,10000,11,50254,271966.3200461583,8.024999042531842
403363,10000,11,50254,271966.3200461583,8.024999042531842
403363,10000,11,50254,271966.3200461583,8.024999042531842
276528,10000,47,235073,6688318.256706289,24.704347769392317
276528,10000,47,235073,6688318.256706289,24.704347769392317
383701,10000,36,155222,5200080.4026330095,34.73448487212471
383701,10000,36,155222,5200080.4026330095,34.73448487212471
423171,10000,92,477053,30773138.00736558,81.00143597545912
423171,10000,92,477053,30773138.00736558,81.00143597545912
423171,10000,92,477053,30773138.00736558,81.00143597545912
423171,10000,92,477053,30773138.00736558,81.00143597545912
491860,10000,15,71108,934291.7871836739,14.860382408495584
491860,10000,15,71108,934291.7871836739,14.860382408495584
491860,10000,15,71108,934291.7871836739,14.860382408495584
463155,10000,9,60752,749572.5063830285,12.649564098170806
463155,10000,9,60752,749572.5063830285,12.649564098170806
463155,10000,9,60752,749572.5063830285,12.649564098170806
729049,10000,76,385257,7772670.791552144,19.70363405639903
209363,10000,56,278558,30804584.026097372,93.31678322922205
209363,10000,56,278558,30804584.026097372,93.31678322922205
209363,10000,56,278558,30804584.026097372,93.31678322922205
209363,10000,56,278558,30804584.026097372,93.31678322922205
895735,10000,81,405477,19043844.037990887,46.525548074403225
895735,10000,81,405477,19043844.037990887,46.525548074403225
895735,10000,81,405477,19043844.037990887,46.525548074403225
895735,10000,81,405477,19043844.037990887,46.525548074403225
996263,10000,77,365744,14613955.563582206,41.933505368028875
996263,10000,77,365744,14613955.563582206,41.933505368028875
996263,10000,77,365744,14613955.563582206,41.933505368028875
984021,10000,84,441287,12690663.298851982,26.343408773621913
984021,10000,84,441287,12690663.298851982,26.343408773621913
984021,10000,84,441287,12690663.298851982,26.343408773621913
503933,10000,12,69698,1341906.147643985,18.91344165467899
503933,10000,12,69698,1341906.147643985,18.91344165467899
503933,10000,12,69698,1341906.147643985,18.91344165467899
503933,10000,12,69698,1341906.147643985,18.91344165467899
599752,10000,77,364570,10162567.434466051,29.5026124501695
599752,10000,77,364570,10162567.434466051,29.5026124501695
599752,10000,77,364570,10162567.434466051,29.5026124501695
599752,10000,77,364570,10162567.434466051,29.5026124501695
599752,10000,77,364570,10162567.434466051,29.5026124501695
475387,10000,83,367918,10170238.760217205,26.171526214456147
475387,10000,83,367918,10170238.760217205,26.171526214456147
475387,10000,83,367918,10170238.760217205,26.171526214456147
775690,10000,58,290881,6309799.994709343,22.070255876162555
775690,10000,58,290881,6309799.994709343,22.070255876162555
813016,10000,50,252654,9219561.711826272,37.462276501235905
813016,10000,50,252654,9219561.711826272,37.462276501235905
813016,10000,50,252654,9219561.711826272,37.462276501235905
136137,10000,51,276045,22790082.692486618,66.3593679648045
136137,10000,51,276045,22790082.692486618,66.3593679648045
136137,10000,51,276045,22790082.692486618,66.3593679648045
136137,10000,51,276045,22790082.692486618,66.3593679648045
831097,10000,99,532752,31909845.843155216,59.74786428085623
831097,10000,99,532752,31909845.843155216,59.74786428085623
918103,10000,75,391103,16607860.200304952,39.589117685109265
918103,10000,75,391103,16607860.200304952,39.589117685109265
918103,10000,75,391103,16607860.200304952,39.589117685109265
918103,10000,75,391103,16607860.200304952,39.589117685109265
658755,10000,17,71212,3325956.535153911,48.88536397493234
658755,10000,17,71212,3325956.535153911,48.88536397493234
658755,10000,17,71212,3325956.535153911,48.88536397493234
304914,10000,65,349273,12557891.574471368,39.14539895110337
304914,10000,65,349273,12557891.574471368,39.14539895110337
522933,10000,41,187083,34109661.943880334,215.240149415054
522933,10000,41,187083,34109661.943880334,215.240149415054
522933,10000,41,187083,34109661.943880334,215.240149415054
522933,10000,41,187083,34109661.943880334,215.240149415054
788678,10000,64,317156,89665459.37253304,311.7859921749487
788678,10000,64,317156,89665459.37253304,311.7859921749487
827328,10000,67,306242,64209161.159031674,254.85520320721773
827328,10000,67,306242,64209161.159031674,254.85520320721773
358213,10000,89,431410,109023393.34202789,304.5770449762509
595194,10000,70,358705,40770918.676968955,109.50144919984471
595194,10000,70,358705,40770918.676968955,109.50144919984471
595194,10000,70,358705,40770918.676968955,109.50144919984471
781775,10000,93,514379,48318345.804964714,82.93017809682438
781775,10000,93,514379,48318345.804964714,82.93017809682438
375872,10000,94,418457,11736862.416238986,26.7987248627594
785786,10000,82,406387,10218032.305940744,26.42474360355613
785786,10000,82,406387,10218032.305940744,26.42474360355613
785786,10000,82,406387,10218032.305940744,26.42474360355613
785786,10000,82,406387,10218032.305940744,26.42474360355613
462501,10000,77,451885,44654521.05121835,106.29342634673547
462501,10000,77,451885,44654521.05121835,106.29342634673547
462501,10000,77,451885,44654521.05121835,106.29342634673547
228290,10000,66,310530,23193741.906900756,74.55121983085826
228290,10000,66,310530,23193741.906900756,74.55121983085826
228290,10000,66,310530,23193741.906900756,74.55121983085826
228290,10000,66,310530,23193741.906900756,74.55121983085826
968786,10000,33,181658,21359572.194066197,127.53558145435642
968786,10000,33,181658,21359572.194066197,127.53558145435642
968786,10000,33,181658,21359572.194066197,127.53558145435642
968786,10000,33,181658,21359572.194066197,127.53558145435642
515844,10000,3,9629,398982.9316638162,44.763716007272116
515844,10000,3,9629,398982.9316638162,44.763716007272116
515844,10000,3,9629,398982.9316638162,44.763716007272116
515844,10000,3,9629,398982.9316638162,44.763716007272116
515844,10000,3,9629,398982.9316638162,44.763716007272116
719065,10000,41,202890,5977165.732308369,28.258188784007977
627629,10000,90,461124,69630535.3172031,141.10820411137325
627629,10000,90,461124,69630535.3172031,141.10820411137325
627629,10000,90,461124,69630535.3172031,141.10820411137325
627629,10000,90,461124,69630535.3172031,141.10820411137325
627629,10000,90,461124,69630535.3172031,141.10820411137325
55958,10000,10,52673,7549283.065773971,173.91781346620206
55958,10000,10,52673,7549283.065773971,173.91781346620206
55958,10000,10,52673,7549283.065773971,173.91781346620206
55958,10000,10,52673,7549283.065773971,173.91781346620206
771641,10000,15,91572,17013331.51567001,166.7720986196732
771641,10000,15,91572,17013331.51567001,166.7720986196732
771641,10000,15,91572,17013331.51567001,166.7720986196732
771641,10000,15,91572,17013331.51567001,166.7720986196732
604732,10000,74,361058,28349749.198284656,71.60435101144944
604732,10000,74,361058,28349749.198284656,71.60435101144944
914559,10000,5,25955,629489.571224784,24.74495191128146
914559,10000,5,25955,629489.571224784,24.74495191128146
721914,10000,17,108621,33585321.80014487,303.94607814986864
721914,10000,17,108621,33585321.80014487,303.94607814986864
721914,10000,17,108621,33585321.80014487,303.94607814986864
817222,10000,20,95153,37654167.129045315,324.42134689364485
817222,10000,20,95153,37654167.129045315,324.42134689364485
973067,10000,48,222944,42390242.8087969,185.63867636696878
973067,10000,48,222944,42390242.8087969,185.63867636696878
973067,10000,48,222944,42390242.8087969,185.63867636696878
260799,10000,92,461902,92151605.67157736,222.83890140249673
260799,10000,92,461902,92151605.67157736,222.83890140249673
260799,10000,92,461902,92151605.67157736,222.83890140249673
260799,10000,92,461902,92151605.67157736,222.83890140249673
87389,10000,23,117918,24881233.34643401,223.97760497826485
87389,10000,23,117918,24881233.34643401,223.97760497826485
236908,10000,95,515375,28445894.335033614,66.7607626378327
236908,10000,95,515375,28445894.335033614,66.7607626378327
236908,10000,95,515375,28445894.335033614,66.7607626378327
236908,10000,95,515375,28445894.335033614,66.7607626378327
696619,10000,91,435767,11839116.757184694,25.95986485299787
696619,10000,91,435767,11839116.757184694,25.95986485299787
696619,10000,91,435767,11839116.757184694,25.95986485299787
714727,10000,79,424166,11326847.306359984,25.827741610774293
714727,10000,79,424166,11326847.306359984,25.827741610774293
969957,10000,19,119432,3200911.083731931,21.62873103473177
969957,10000,19,119432,3200911.083731931,21.62873103473177
969957,10000,19,119432,3200911.083731931,21.62873103473177
969957,10000,19,119432,3200911.083731931,21.62873103473177
702610,10000,52,249205,34706788.466603175,162.50784008052585
702610,10000,52,249205,34706788.466603175,162.50784008052585
702610,10000,52,249205,34706788.466603175,162.50784008052585
240640,10000,97,474662,63841968.885853,137.71610544046518
240640,10000,97,474662,63841968.885853,137.71610544046518
240640,10000,97,474662,63841968.885853,137.71610544046518
240640,10000,97,474662,63841968.885853,137.71610544046518
330318,10000,72,380030,8226638.408135834,26.052064319576896
330318,10000,72,380030,8226638.408135834,26.052064319576896
330318,10000,72,380030,8226638.408135834,26.052064319576896
330318,10000,72,380030,8226638.408135834,26.052064319576896
571279,10000,67,319012,7985915.302876773,24.871884536476983
571279,10000,67,319012,7985915.302876773,24.871884536476983
571279,10000,67,319012,7985915.302876773,24.871884536476983
571279,10000,67,319012,7985915.302876773,24.871884536476983
571279,10000,67,319012,7985915.302876773,24.871884536476983
226398,10000,46,233088,4848426.389761533,20.58231056267047
226398,10000,46,233088,4848426.389761533,20.58231056267047
226398,10000,46,233088,4848426.389761533,20.58231056267047
226398,10000,46,233088,4848426.389761533,20.58231056267047
161714,9000,35,160280,48661091.18824005,303.1558264348216
161714,9000,35,160280,48661091.18824005,303.1558264348216
161714,9000,35,160280,48661091.18824005,303.1558264348216
161714,9000,35,160280,48661091.18824005,303.1558264348216
161714,9000,35,160280,48661091.18824005,303.1558264348216
903542,10000,10,62303,28137589.75098027,425.19437516873506
903542,10000,10,62303,28137589.75098027,425.19437516873506
903542,10000,10,62303,28137589.75098027,425.19437516873506
903542,10000,10,62303,28137589.75098027,425.19437516873506
472963,10000,84,399974,128334895.26533109,303.47288502542483
472963,10000,84,399974,128334895.26533109,303.47288502542483
472963,10000,84,399974,128334895.26533109,303.47288502542483
472963,10000,84,399974,128334895.26533109,303.47288502542483
472963,10000,84,399974,128334895.26533109,303.47288502542483
863889,10000,60,305324,123990739.07663909,390.109921744804
863889,10000,60,305324,123990739.07663909,390.109921744804
863889,10000,60,305324,123990739.07663909,390.109921744804
863889,10000,60,305324,123990739.07663909,390.109921744804
344885,10000,27,113548,10859145.470678387,61.905040572952196
344885,10000,27,113548,10859145.470678387,61.905040572952196
344885,10000,27,113548,10859145.470678387,61.905040572952196
344885,10000,27,113548,10859145.470678387,61.905040572952196
839927,10000,75,377920,8897684.585598318,20.9540069853846
839927,10000,75,377920,8897684.585598318,20.9540069853846
839927,10000,75,377920,8897684.585598318,20.9540069853846
839927,10000,75,377920,8897684.585598318,20.9540069853846
839927,10000,75,377920,8897684.585598318,20.9540069853846
853542,10000,51,224286,6561189.926699465,23.72819407048113
853542,10000,51,224286,6561189.926699465,23.72819407048113
945232,10000,52,252197,27512631.961396035,122.28216598808216
945232,10000,52,252197,27512631.961396035,122.28216598808216
278497,10000,79,422320,15705911.517648324,35.29296207497374
278497,10000,79,422320,15705911.517648324,35.29296207497374
278497,10000,79,422320,15705911.517648324,35.29296207497374
878471,10000,93,465455,33948526.9015461,78.11313360894823
878471,10000,93,465455,33948526.9015461,78.11313360894823
878471,10000,93,465455,33948526.9015461,78.11313360894823
878471,10000,93,465455,33948526.9015461,78.11313360894823
720842,10000,10,55000,2183960.919069476,32.212445771429685
720842,10000,10,55000,2183960.919069476,32.212445771429685
394725,10000,61,326259,10785285.71096636,31.274296289926117
394725,10000,61,326259,10785285.71096636,31.274296289926117
394725,10000,61,326259,10785285.71096636,31.274296289926117
394725,10000,61,326259,10785285.71096636,31.274296289926117
714030,10000,40,215187,4892581.442312476,24.75991880831754
714030,10000,40,215187,4892581.442312476,24.75991880831754
714030,10000,40,215187,4892581.442312476,24.75991880831754
443252,10000,27,129645,10103570.99805239,79.00545854222304
443252,10000,27,129645,10103570.99805239,79.00545854222304
443252,10000,27,129645,10103570.99805239,79.00545854222304
622916,9000,18,79633,9155933.76958322,105.9030047829792
622916,9000,18,79633,9155933.76958322,105.9030047829792
53124,10000,41,226965,36646923.20262928,165.9482923919425
53124,10000,41,226965,36646923.20262928,165.9482923919425
657243,10000,34,144704,19677161.123826068,117.33833235050628
657243,10000,34,144704,19677161.123826068,117.33833235050628
475102,10000,20,76522,4619903.098787382,59.55110616906562
475102,10000,20,76522,4619903.098787382,59.55110616906562
475102,10000,20,76522,4619903.098787382,59.55110616906562
475102,10000,20,76522,4619903.098787382,59.55110616906562
475102,10000,20,76522,4619903.098787382,59.55110616906562
168924,10000,53,266141,52975154.31795947,182.7170115307628
168924,10000,53,266141,52975154.31795947,182.7170115307628
168924,10000,53,266141,52975154.31795947,182.7170115307628
858473,10000,58,287957,49020463.98955783,147.05373526498363
858473,10000,58,287957,49020463.98955783,147.05373526498363
858473,10000,58,287957,49020463.98955783,147.05373526498363
827843,10000,39,197917,22994354.517862853,131.72460534068864
827843,10000,39,197917,22994354.517862853,131.72460534068864
644552,10000,2,13262,135158.13971473696,9.330080803670763
644552,10000,2,13262,135158.13971473696,9.330080803670763
644552,10000,2,13262,135158.13971473696,9.330080803670763
644552,10000,2,13262,135158.13971473696,9.330080803670763
682405,10000,69,328523,41137030.45565111,106.32159814712836
682405,10000,69,328523,41137030.45565111,106.32159814712836
299100,10000,52,276423,49840512.47986604,190.2460769992808
299100,10000,52,276423,49840512.47986604,190.2460769992808
166084,10000,73,387949,6256825.14107827,18.282503433474748
166084,10000,73,387949,6256825.14107827,18.282503433474748
166084,10000,73,387949,6256825.14107827,18.282503433474748
664679,10000,11,51463,15081653.059061443,221.93904407654082
664679,10000,11,51463,15081653.059061443,221.93904407654082
664679,10000,11,51463,15081653.059061443,221.93904407654082
452778,10000,63,272298,15020237.204008957,57.858465288369864
452778,10000,63,272298,15020237.204008957,57.858465288369864
452778,10000,63,272298,15020237.204008957,57.858465288369864
452778,10000,63,272298,15020237.204008957,57.858465288369864
452778,10000,63,272298,15020237.204008957,57.858465288369864
126444,10000,76,357128,12268891.637495056,35.19447447648418
126444,10000,76,357128,12268891.637495056,35.19447447648418
126444,10000,76,357128,12268891.637495056,35.19447447648418
126444,10000,76,357128,12268891.637495056,35.19447447648418
702924,10000,55,285218,20443562.622850873,68.57290431744501
702924,10000,55,285218,20443562.622850873,68.57290431744501
702924,10000,55,285218,20443562.622850873,68.57290431744501
165706,10000,10,54782,3052576.7358423136,55.85728197691343
165706,10000,10,54782,3052576.7358423136,55.85728197691343
328627,10000,85,440832,23964538.952950504,57.38377284984519
328627,10000,85,440832,23964538.952950504,57.38377284984519
328627,10000,85,440832,23964538.952950504,57.38377284984519
328627,10000,85,440832,23964538.952950504,57.38377284984519
332179,10000,99,476848,10369108.459777491,22.17446567078874
332179,10000,99,476848,10369108.459777491,22.17446567078874
332179,10000,99,476848,10369108.459777491,22.17446567078874
332179,10000,99,476848,10369108.459777491,22.17446567078874
332179,10000,99,476848,10369108.459777491,22.17446567078874
831600,10000,77,422029,55629841.10928679,120.05096517867818
831600,10000,77,422029,55629841.10928679,120.05096517867818
831600,10000,77,422029,55629841.10928679,120.05096517867818
422649,10000,74,355649,5650656.260930141,17.121716984077505
422649,10000,74,355649,5650656.260930141,17.121716984077505
556654,10000,5,30756,1449228.6556002903,53.35808956569808
556654,10000,5,30756,1449228.6556002903,53.35808956569808
556654,10000,5,30756,1449228.6556002903,53.35808956569808
556654,10000,5,30756,1449228.6556002903,53.35808956569808
678107,10000,95,535755,17084349.996653948,32.594961617064286
855373,10000,58,291627,69811976.07838503,267.31702902950104
855373,10000,58,291627,69811976.07838503,267.31702902950104
855373,10000,58,291627,69811976.07838503,267.31702902950104
694827,10000,86,394861,9865675.517866492,26.206982212008345
694827,10000,86,394861,9865675.517866492,26.206982212008345
694827,10000,86,394861,9865675.517866492,26.206982212008345
199559,10000,21,118749,2116215.6507290513,17.97859911051653
199559,10000,21,118749,2116215.6507290513,17.97859911051653
199559,10000,21,118749,2116215.6507290513,17.97859911051653
76399,10000,53,299421,16293745.4738851,57.75085059102706
76399,10000,53,299421,16293745.4738851,57.75085059102706
76399,10000,53,299421,16293745.4738851,57.75085059102706
159243,10000,80,412868,10031042.31987382,24.213324451041217
159243,10000,80,412868,10031042.31987382,24.213324451041217
159243,10000,80,412868,10031042.31987382,24.213324451041217
275355,10000,99,460993,7806610.149208211,18.67020897396131
275355,10000,99,460993,7806610.149208211,18.67020897396131
275355,10000,99,460993,7806610.149208211,18.67020897396131
275355,10000,99,460993,7806610.149208211,18.67020897396131
832510,10000,13,51433,2226969.806685163,36.47949886400412
832510,10000,13,51433,2226969.806685163,36.47949886400412
832510,10000,13,51433,2226969.806685163,36.47949886400412
329562,10000,99,544606,88697183.00639619,144.47532048874226
329562,10000,99,544606,88697183.00639619,144.47532048874226
160912,10000,68,350797,12016605.891630162,42.48571788237622
160912,10000,68,350797,12016605.891630162,42.48571788237622
516700,10000,46,204378,27311851.076120052,145.25107250351718
516700,10000,46,204378,27311851.076120052,145.25107250351718
516700,10000,46,204378,27311851.076120052,145.25107250351718
377923,10000,92,435201,7953390.170822637,20.11599881793321
377923,10000,92,435201,7953390.170822637,20.11599881793321
377923,10000,92,435201,7953390.170822637,20.11599881793321
377923,10000,92,435201,7953390.170822637,20.11599881793321
515170,10000,22,108754,3367061.7106279884,25.995636510324356
515170,10000,22,108754,3367061.7106279884,25.995636510324356
515170,10000,22,108754,3367061.7106279884,25.995636510324356
515170,10000,22,108754,3367061.7106279884,25.995636510324356
378693,10000,38,197716,11350501.353814699,64.00030759569279
378693,10000,38,197716,11350501.353814699,64.00030759569279
378693,10000,38,197716,11350501.353814699,64.00030759569279
378693,10000,38,197716,11350501.353814699,64.00030759569279
101383,10000,28,139091,2918318.9271952147,23.37579855094626
101383,10000,28,139091,2918318.9271952147,23.37579855094626
101383,10000,28,139091,2918318.9271952147,23.37579855094626
588722,10000,69,327290,10430668.336502053,31.3009994041517
588722,10000,69,327290,10430668.336502053,31.3009994041517
261796,10000,54,271801,9251793.83210487,33.54131694835206
387979,10000,95,451291,7970926.903961964,18.43877589001375
387979,10000,95,451291,7970926.903961964,18.43877589001375
387979,10000,95,451291,7970926.903961964,18.43877589001375
387979,10000,95,451291,7970926.903961964,18.43877589001375
387979,10000,95,451291,7970926.903961964,18.43877589001375
470650,10000,85,389822,16970860.626049846,38.969595797216776
470650,10000,85,389822,16970860.626049846,38.969595797216776
470650,10000,85,389822,16970860.626049846,38.969595797216776
443178,10000,66,350296,14499896.333733488,36.758654909518
443178,10000,66,350296,14499896.333733488,36.758654909518
785350,10000,45,221166,7004814.4969564285,31.988831436923014
785350,10000,45,221166,7004814.4969564285,31.988831436923014
785350,10000,45,221166,7004814.4969564285,31.988831436923014
931314,10000,44,221444,9265758.120283172,37.34139643241228
931314,10000,44,221444,9265758.120283172,37.34139643241228
931314,10000,44,221444,9265758.120283172,37.34139643241228
931314,10000,44,221444,9265758.120283172,37.34139643241228
300405,10000,35,177454,8083253.9771592105,46.51042907422474
300405,10000,35,177454,8083253.9771592105,46.51042907422474
300405,10000,35,177454,8083253.9771592105,46.51042907422474
59715,10000,93,461335,13415087.03431083,29.702271957048975
59715,10000,93,461335,13415087.03431083,29.702271957048975
261248,10000,33,185614,6865367.237626218,34.03090531456129
261248,10000,33,185614,6865367.237626218,34.03090531456129
451189,10000,69,393847,24378132.352727897,70.66784608656725
451189,10000,69,393847,24378132.352727897,70.66784608656725
451189,10000,69,393847,24378132.352727897,70.66784608656725
451189,10000,69,393847,24378132.352727897,70.66784608656725
729536,10000,38,217436,10027536.650399152,43.79726525227142
729536,10000,38,217436,10027536.650399152,43.79726525227142
723307,10000,17,77823,2510915.1832634606,35.76891497478065
423254,10000,48,249549,15633030.660550177,78.1360271661563
423254,10000,48,249549,15633030.660550177,78.1360271661563
423254,10000,48,249549,15633030.660550177,78.1360271661563
423254,10000,48,249549,15633030.660550177,78.1360271661563
118127,10000,43,212215,9888534.087849818,44.20897266859629
118127,10000,43,212215,9888534.087849818,44.20897266859629
118127,10000,43,212215,9888534.087849818,44.20897266859629
255695,10000,17,75703,2255157.435911049,26.309664465587883
581161,10000,55,299349,60755695.28785159,233.97926324250074
581161,10000,55,299349,60755695.28785159,233.97926324250074
98267,10000,36,181660,8908370.045298608,61.92245649993245
98267,10000,36,181660,8908370.045298608,61.92245649993245
98267,10000,36,181660,8908370.045298608,61.92245649993245
637895,10000,62,293082,39654399.790394984,129.2230280911428
637895,10000,62,293082,39654399.790394984,129.2230280911428
637895,10000,62,293082,39654399.790394984,129.2230280911428
637895,10000,62,293082,39654399.790394984,129.2230280911428
637895,10000,62,293082,39654399.790394984,129.2230280911428
446747,10000,52,232599,17719265.110594727,75.48001117264945
446747,10000,52,232599,17719265.110594727,75.48001117264945
446747,10000,52,232599,17719265.110594727,75.48001117264945
446747,10000,52,232599,17719265.110594727,75.48001117264945
838304,10000,2,12734,171569.72967624565,14.415859033693035
838304,10000,2,12734,171569.72967624565,14.415859033693035
838304,10000,2,12734,171569.72967624565,14.415859033693035
139582,10000,93,495160,88746806.7683188,200.63481762547715
139582,10000,93,495160,88746806.7683188,200.63481762547715
139582,10000,93,495160,88746806.7683188,200.63481762547715
149440,10000,8,29352,4628740.718734059,191.7104878274463
149440,10000,8,29352,4628740.718734059,191.7104878274463
149440,10000,8,29352,4628740.718734059,191.7104878274463
149440,10000,8,29352,4628740.718734059,191.7104878274463
149440,10000,8,29352,4628740.718734059,191.7104878274463
296866,10000,96,465261,29904577.536207713,54.818887684580176
316726,10000,25,127676,6075177.494785859,44.108793193594536
316726,10000,25,127676,6075177.494785859,44.108793193594536
316726,10000,25,127676,6075177.494785859,44.108793193594536
316726,10000,25,127676,6075177.494785859,44.108793193594536
316726,10000,25,127676,6075177.494785859,44.108793193594536
278866,10000,100,485895,68723513.1318061,141.60764587441471
278866,10000,100,485895,68723513.1318061,141.60764587441471
78388,10000,28,147635,28780004.16902733,239.2959871854314
78388,10000,28,147635,28780004.16902733,239.2959871854314
78388,10000,28,147635,28780004.16902733,239.2959871854314
78388,10000,28,147635,28780004.16902733,239.2959871854314
330961,10000,27,113495,17216194.887103975,137.2899808058443
330961,10000,27,113495,17216194.887103975,137.2899808058443
612356,10000,19,89638,19499857.229871254,174.45374478011135
612356,10000,19,89638,19499857.229871254,174.45374478011135
612356,10000,19,89638,19499857.229871254,174.45374478011135
612356,10000,19,89638,19499857.229871254,174.45374478011135
126668,10000,58,321965,47683389.74451197,133.89360926816244
126668,10000,58,321965,47683389.74451197,133.89360926816244
701440,10000,34,158871,27148967.442651913,187.86637024379465
701440,10000,34,158871,27148967.442651913,187.86637024379465
701440,10000,34,158871,27148967.442651913,187.86637024379465
701440,10000,34,158871,27148967.442651913,187.86637024379465
701440,10000,34,158871,27148967.442651913,187.86637024379465
842570,10000,66,308958,29669363.369031392,102.54221023113594
842570,10000,66,308958,29669363.369031392,102.54221023113594
842570,10000,66,308958,29669363.369031392,102.54221023113594
987988,10000,40,177210,33446447.346254125,166.96029239446105
987988,10000,40,177210,33446447.346254125,166.96029239446105
987988,10000,40,177210,33446447.346254125,166.96029239446105
987988,10000,40,177210,33446447.346254125,166.96029239446105
839727,10000,46,256369,26514995.151543446,90.89841024820095
839727,10000,46,256369,26514995.151543446,90.89841024820095
161460,10000,18,100729,4053046.067554433,44.66593744899495
161460,10000,18,100729,4053046.067554433,44.66593744899495
161460,10000,18,100729,4053046.067554433,44.66593744899495
161460,10000,18,100729,4053046.067554433,44.66593744899495
740604,10000,97,543136,15299919.916257331,30.294737500225203
740604,10000,97,543136,15299919.916257331,30.294737500225203
